authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Engle, R.F.; Ruan, T.",Measuring the probability of a financial crisis,"When financial firms are undercapitalized, they are vulnerable to external shocks. The natural response to such vulnerability is to reduce leverage, and this can endogenously start a financial crisis. Excessive credit growth, the main cause of financial crises, is reflected in the undercapitalization of the financial sector. Market-based measures of systemic risk such as SRISK, which stands for systemic risk, enable monitoring how such weakness emerges and progresses in real time. In this paper, we develop quantitative estimates of the level of systemic risk in the financial sector that precipitates a financial crisis. Common approaches to reduce leverage correspond to specific scaling of systemic risk measures. In an econometric framework that recognizes financial crises represent left tail events for the economy, we estimate the relationship between SRISK and the financial crisis severity for 23 developed countries. We develop a probability of crisis measure and an SRISK capacity measure based on our estimates. Our analysis highlights the important global externality whereby the risk of a crisis in one country is strongly influenced by the undercapitalization of the rest of the world.",2019,2019-08-27,20,Proceedings of the National Academy of Sciences of the United States of America,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment; 38 Economics; 3801 Applied Economics; 3802 Econometrics","Engle, R.F. (Stern School of Business, New York University, New York, NY 10012; rengle@stern.nyu.edu tianyue.ruan@nus.edu.sg.); Ruan, T. (NUS Business School, National University of Singapore, Singapore 119245 rengle@stern.nyu.edu tianyue.ruan@nus.edu.sg.)",https://www.pnas.org/content/pnas/116/37/18341.full.pdf,https://www.pnas.org/content/pnas/116/37/18341.full.pdf,biblio,,,pub.1120634619
"Elyasiani, E.; Jia, J.J.",Relative performance and systemic risk contributions of small and large banks during the financial crisis,"During the financial crisis of 2007-2009, large banks (BHCs with assets exceeding $1 billion) suffered a sharper decline in performance and a greater increase in systemic risk, than small banks (BHCs with assets less than $1 billion). Performance is measured by return on assets (ROA) and EBIT TA. Systemic risk (SRISK) is measured by the capital shortfall indicator proposed by Brownless and Engle (2017) and total risk is standard deviation of monthly returns. We test four hypotheses associated with the dissimilarity in behavioral patterns of large and small banks during the crisis: (1) the nontraditional banking activity hypothesis, (2) the organizational structure hypothesis, (3) the accounting risk hypotheses, and (4) the accounting conservatism hypothesis. We find that behavioral dissimilarities between large and small banks can be, at least, partially related to the first three hypotheses. Non-nested test procedures show that factors associated with nontraditional activity hypothesis fit the data for performance (ROA and EBIT TA) and total risk the best. Organizational complexity factors are the most relevant set of variables related to systemic risk of banks (SRISK). The implications of our findings are that regulators should focus on factors related these two hypotheses to optimally alter bank performance and bank contribution to systemic risk, rather than limiting bank size and bank acquisitions as proposed by Section 622 of the Dodd-Frank Act (effective January 1, 2015). Our recommendation is in accord with attempts by the Trump administration to relax the Dodd-Frank Act. 2019 Board of Trustees of the University of Illinois",2019,2019-01-01,7,Quarterly Review of Economics and Finance,financial crisis; financial intermediation; large and small banks; performance; systemic risk,,,"Elyasiani, E. (Department of Finance, Fox School of Business and Management, Temple University, Philadelphia, PA  19122, United States); Jia, J.J. (Department of Economics and Finance, School of Business, Southern Illinois University Edwardsville, Edwardsville, IL  62026-1102, United States)",https://dx.doi.org/10.1016/j.qref.2019.01.010,https://dx.doi.org/10.1016/j.qref.2019.01.010,biblio,2-s2.0-85061154110,,
"Geanakoplos, J.",Systemic risk in the financial sectorleverage caused the 2007-2009 crisis,,2019,2019-10-02,1,Systemic Risk in the Financial Sector,,Business; Leverage (negotiation); Financial system,,,http://dx.doi.org/10.2307/j.ctvqmp0vn.18,http://dx.doi.org/10.2307/j.ctvqmp0vn.18,biblio,,144-281-437-851-517,
"Balachandran, B.; Williams, B.","Effective governance, financial markets, financial institutions crises","This paper extends the work of Balachandran and Faff (2015) and reviews the literature on effective governance, financial markets, institutions, and crises. Specifically, we discuss the various monitoring mechanisms including independent directors, institutional investors, market for corporate control, and their effect on value creation. We further explore the important connection between the role of financial institutions as delegated monitors and the associated issues of bank governance, bank capital and systemic risk. Finally, our paper encompasses and highlights the papers featured in this special issue on the theme Financial Markets, Institutions, governance and Crises2018",2018,2018-01-01,11,Pacific Basin Finance Journal,executive incentive; firm value; governance; monitoring,,,"Balachandran, B. (La Trobe Business School, La Trobe University, Australia); Williams, B. (Department of Banking and Finance, Monash Business School, Monash University, Australia)",https://dx.doi.org/10.1016/j.pacfin.2018.07.006,https://dx.doi.org/10.1016/j.pacfin.2018.07.006,biblio,2-s2.0-85050739393,,
"Anagnostopoulos, Y.; Kabeega, J.",Insider perspectives on european banking challenges in the post-crisis regulation environment,"The purpose of this paper is to make a highly topical and practical contribution by investigating the interplay between capital and liquidity risk management and managerial decision making in banking, following the Basel III for enhancing the safeguards against systemic risk. Specifically, we attempt to gauge the experience and assess the degree of tensions among banking practitioners’ perspectives on the reformed banking liquidity practice and risk-capital management in light of the newly introduced increased capital and liquidity requirements, which are to become fully and unilaterally effective as of 2019. As currently seen the liquidity provision requirement has become a distinct form of sharing’ financial risks in the global economy, which includes the supply of capital from its issuers. This article reviews the issue from a European perspective attempting to gain insight into: (1) the suggestion that the new regulations lack internal consistency owed to their complexity, which creates the potential for both inter- and intra-company regulatory capital arbitrage and credit constriction and (2) the suggestion that increased capital and liquidity requirements may have a significant impact on bank behaviour and or certain business model segments. Both of the above can potentially distort managerial behaviour through altering managerial incentives and hence fail to adequately regulate bank behaviour. With regard to the liquidity requirements, whilst we do not attempt to quantifiably assess the degree to which liquidity regulations (the liquidity coverage ratio in particular LCR henceforth) affect returns on equity assets to banks, our interviews are used as a triangulating measure for complementing quantitative studies that can provide a further insight into the perception of affecting managerial incentives. We aim to add to, update, and enrich the studies around the vital research question of whether the new regulation and liquidity standards can achieve their ultimate of upholding financial soundness and stability. Therefore, this research is important to complete the extant literature on updated insiders’ perspectives that investigate the effectiveness of the new regulatory framework imminently to be fully applicable by 2019. Where the views of the professionals who have voiced their concerns, support, and or proposals provide for a material contribution, these have also been provided.",2018,2018-08-01,9,Journal of Banking Regulation,,Accounting; Business; Systemic risk; Market liquidity; Liquidity risk; Equity (finance); Basel III; Capital requirement; Business model; Financial risk,,,http://dx.doi.org/10.1057/s41261-018-0076-1,https://eprints.kingston.ac.uk/id/eprint/41839/ https://ideas.repec.org/a/pal/jbkreg/v20y2019i2d10.1057_s41261-018-0076-1.html https://rd.springer.com/article/10.1057/s41261-018-0076-1 https://link.springer.com/content/pdf/10.1057%2Fs41261-018-0076-1.pdf https://core.ac.uk/download/161097729.pdf,biblio,,154-393-675-531-016,
"Mafimisebi, O.P.",Risky business: data on trading results for UK general insurance firms during and after the global financial crisis,"This article contains dataset on the trading for UK general insurance industry performance during and after the global financial crisis. The data covers the net written premiums by line of business and trading for UK general insurance firms over a decade period (2007-2016). Additionally, the data comprises areas that are peculiar to evaluate general insurance business such as net written premiums, underwritingclaims incurred, investment income and trading which makes it important to investigate the probability of default of different business lines and insolvency risk. The data presented could serve as useful tool to supervise local insurance firms and take earlier action in the case of risky firms before they breach solvency capital requirements. The data are useful to evaluate growth performance of UK non-life insurance industry which can be compare with other countries. Likewise, the data analysis can allow for measurement of insurance firms competitiveness and detect systemic risk which may disrupt the financial industry. The uniqueness of this data is its focus on insurance business as risky which is an area where Solvency II concentrates on as a risk-based approach to prevent the failure of insurance firms. The failure of insurance companies may disrupt the financial industry, increase systemic risk and affect negatively the real economy. Therefore, the extent to which the determinants of insolvency risk for UK general insurance firms can be established the better the attractiveness of the sector and improve risk regulation.",2018,2018-11-26,3,Data in Brief,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment; 38 Economics; 3801 Applied Economics","Mafimisebi, O.P. (Leicester Castle Business School De Montfort University, LE1 9BH Leicester, United Kingdom.)",https://doi.org/10.1016/j.dib.2018.11.105,https://doi.org/10.1016/j.dib.2018.11.105,biblio,,,pub.1110198741
"Pellegrini, C.B.; Meoli, M.; Pellegrini, L.A.; Urga, G.","Systemic risk determinants in the european banking industry during financial crises, 2006-2012","The recent financial turmoil has stimulated a rich debate in banking and financial literature on the identification of systemic risk determinants and devices to forecast and prevent crises. This paper explores the contribution of corporate variables to systemic risk using the CoVaR approach (Adrian and Brunnermeier, 2016). Using balanced panel data on 141 European banks from 24 countries, which were listed from 2006Q1 to 2012Q4, we investigated the impact of corporate variables during the three regimes that characterised the European banking sector-the subprime crisis (2007Q3-2008Q3), the European Great Financial Depression (2008Q4-2010Q2), and the sovereign debt crisis (2010Q3-2012Q4). Our show that size did not play a significant role in spreading systemic risk, while maturity mismatch did. However, the nature and intensity of these two determinants varied across the three regimes.",2018,2018-01-01,0,,,Finance; Systemic risk; Economics; Depression (economics); Banking industry; Subprime crisis; Sovereign debt; Maturity (finance); Panel data; Value at risk,,,https://publicatt.unicatt.it/handle/10807/127610,https://publicatt.unicatt.it/handle/10807/127610 https://econpapers.repec.org/RePEc:vep:journl:y:2018:v:126:i:2:p:109-122 https://aisberg.unibg.it/handle/10446/131763 https://openaccess.city.ac.uk/id/eprint/21382/,biblio,,179-752-409-756-246,
"Farestveit, C.",Systemic risk of financial institutions in scandinavian countries after the financial crisis of 2008 and 2009,,2018,2018-01-01,0,Ssrn Electronic Journal,,Financial crisis; Systemic risk; Financial system; Business; Financial risk; Finance; Economics; Macroeconomics,,,http://dx.doi.org/10.2139/ssrn.3332308,,biblio,,084-244-075-373-484,
"Mezei, J.; Sarlin, P.",Possibilistic clustering for crisis prediction: systemic risk states and membership degrees,"Research on understanding and predicting systemic financial risk has been of increasing importance in the recent years. A common approach is to build predictive models based on macro-financial vulnerability indicators to identify systemic risk at an early stage. In this article, we outline an approach for identifying different systemic risk states through possibilistic fuzzy clustering. Instead of directly using a supervised classification method, we aim at identifying coherent groups of vulnerability with macro-financial indicators for pre-crisis data, and determine the level of risk for a new observation based on its similarity to the identified groups. The approach allows for differentiating among different possible pre-crisis states, and using this information for estimating the possibility of systemic risk. In this work, we compare different fuzzy clustering methods, as well as conduct an empirical exercise for European systemic banking crises. 2017 Proceedings of the Annual Hawaii International Conference on System Sciences. All rights reserved.",2017,2017-01-01,0,Proceedings of the Annual Hawaii International Conference on System Sciences,finance; financial indicator; financial risks; fuzzy clustering; fuzzy clustering method; membership degrees; possibilistic clustering; predictive analytics; predictive models; risk perception; supervised classification; vulnerability indicators,,,"Mezei, J. (School of Business and Management, Lappeenranta University of Technology, Lappeenranta, Finland, Risklab Finland, Arcada University of Applied Sciences, Helsinki, Finland); Sarlin, P. (Risklab Finland, Arcada University of Applied Sciences, Helsinki, Finland, Department of Economics, Hanken School of Economics, Helsinki, Finland)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-85108238091,,
"Balmer, A.",Clearing OTC derivatives: an analysis of the post-crisis policy reform on systemic risk,,2016,2016-01-01,0,,,Clearing; Business; Systemic risk; Post crisis; Financial system; Commercial law,,,https://www.zora.uzh.ch/id/eprint/135431/,https://www.zora.uzh.ch/id/eprint/135431/,biblio,,019-618-359-700-041,
"Grout, P.A.; Zalewska, A.",Stock market risk in the financial crisis,"In this paper, we look at the effect of the financial crisis from an angle overlooked to date in the finance literature by investigating composition effects arising from the financial crisis. A composition effect is a change in the market risk of a sector that is caused not by a direct change in that sector but by a change in another sector that affects the composition of the stock market. In the paper we investigate the pre and during crisis market risk of the industrial, banking and utilities sectors. Amongst otherwe find a positive relationship across the G12 countries between the increase in the market risk of industrials during the crisis and both the pre-crisis market risk of the banking sector and the scale of the systemic crisis in a country. The six G12 countries that experienced a major systematic banking crisis are amongst the seven countries with the largest increases in the market risk for industrials. drawn from our detailed analysis using US data are consistent with these findings. Finally, we show how the add to our understanding of the linkages between the financial and real sector and conclude that composition effects of the financial crisis could have a significant chilling effect on investment in industrials, which is in addition to the effect of other linkages already documented. 2015 Elsevier Inc..",2016,2016-01-01,20,International Review of Financial Analysis,banking sector; financial crisis; g01; g1; g15; industrials; market risk; systemic risk; utilities,,,"Grout, P.A. (University of Bristol, United Kingdom, Bank of England, United Kingdom); Zalewska, A. (CGR, School of Management, University of Bath, United Kingdom)",https://dx.doi.org/10.1016/j.irfa.2015.11.012,https://dx.doi.org/10.1016/j.irfa.2015.11.012,biblio,2-s2.0-84969939744,,
"Grenville, S.","Systemic risk, crises, and macroprudential regulation, by xavier freixas, luc laeven and jos -luis peydr (MIT press, cambridge, MA, 2015), pp xii 472",No abstract available,2016,2016-01-01,0,Economic Record,financial crisis; financial policy; regulatory approach; risk,,,"Grenville, S. (Lowy Institute for International Policy, Sydney, Australia)",https://dx.doi.org/10.1111/1475-4932.12265,https://dx.doi.org/10.1111/1475-4932.12265,biblio,2-s2.0-84979084475,,
"Ruiz, J.R.; Stupariu, P.; Vilariño, Á.",The crisis of spanish savings banks,"In a brief period of time, Spanish savings banks ('cajas') have changed from being considered a crucial explanatory pillar of Spanish economic development to being seen as synonymous with international systemic risk. This document aims to analyse the circumstances that have brought about this radical change. We will first explore the period between 1997 and 2007, characterised by sustained credit growth and the formation of a real-estate bubble of unprecedented proportions in the Spanish economy. We will then focus on two main aspects related to the banking regulatory framework: the implementation of dynamic provisions by the national bank supervisory authority (Banco de Espa a) designed to cope with expected losses rooted in procyclical bank lending behaviour and the role played by the implementation of the Basel II framework with respect to credit risk. This paper detects important deficiencies in the regulatory framework and supervisory process and concludes that these have been one of the main causes of the Spanish savings banks debacle. The Author 2015. Published by Oxford University Press on behalf of the Cambridge Political Economy Society. All rights reserved.",2016,2016-01-01,32,Cambridge Journal of Economics,bank of spain; banking; banking crisis; dynamic provisions; economic development; financial crisis; financial system; growth rate; lending behavior; regulatory framework; savings; savings banks; spain,Basel II; Credit risk; Economics; Economy; Financial system; National bank; Pillar; Systemic risk,,"Ruiz, J.R. (Universidad Complutense de Madrid, Spain); Stupariu, P. (Universidad Complutense de Madrid, Spain); Vilariño, Á. (Universidad Complutense de Madrid, Spain)",https://dx.doi.org/10.1093/cje/bev078,http://dx.doi.org/10.1093/cje/bev078 https://EconPapers.repec.org/RePEc:oup:cambje:v:40:y:2016:i:6:p:1455-1477. https://academic.oup.com/cje/article/40/6/1455/2875657 https://dialnet.unirioja.es/servlet/articulo?codigo=5964308 https://dx.doi.org/10.1093/cje/bev078 https://ideas.repec.org/a/oup/cambje/v40y2016i6p1455-1477..html,biblio,2-s2.0-84994779538,,
"Klinger, T.; Teplý, P.",The nexus between systemic risk and sovereign crises,"This paper focuses on the relationship between the financial system and sovereign debt crises by analyzing sovereign support to banks and banks’ resulting exposure to the bonds issued by weak sovereigns. We construct an agent-based network model of an artificial financial system allowing us to analyze the effects of state support on systemic stability and the feedback loops of risk transfer back into the financial system. The model is tested with various parameter settings in Monte Carlo simulations. Our analyses yield the following keyfirst, in the short term, all the support measures improve systemic stability. Second, in the longer run, there are settings which mitigate the systemic crisis and settings which contribute to systemic breakdown. Finally, there are differences among the effects of the different types of support measures. While bailouts and recapitalization are the most efficient types of support type and execution of guarantees is still a viable solution, the of liquidity measures such as asset relief or provision of funding liquidity are significantly worse. 2016, Faculty of Social Sciences. All rights reserved.",2016,2016-01-01,9,Finance a Uver - Czech Journal of Economics and Finance,agent-based models; bailout; contagion; financial stability; network models; state support; systemic risk,,,"Klinger, T. (Institute of Economic Studies, Charles University in Prague, Czech Republic); Teplý, P. (University of Economics in Prague, Czech Republic)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-84957917016,,
"Freixas, X.; Laeven, L.; Peydró, J.","""Systemic risk, crises, and macroprudential regulation""new challenges for regulatory policy",,2015,2015-07-27,1,"""systemic Risk, Crises, and Macroprudential Regulation""",,Economic policy; Business; Regulatory policy,,,http://dx.doi.org/10.7551/mitpress/9780262028691.003.0011,,biblio,,039-000-710-300-231,
"Papanikolaou, N.I.; Wolff, C.C.P.",A look on the global financial crisis beyond banks’ balance sheets,"In the years running up to the global crisis, the banking sector was marked by a high degree of leverage. Using US data, this column shows how, before the onset of the crisis, banks accumulated leverage both on and, especially, off their balance sheets. The latter activities saw an increase in maturity mismatch, raised the probability of bank runs, and increased both individual bank risk and systemic risk. These findings support the imposition of an explicit off-balance sheet leverage ratio in future regulatory frameworks.",2015,2015-12-06,0,,,Business; Systemic risk; Actuarial science; Balance sheet; Financial crisis; Bank risk; Banking sector; Financial system; Leverage (finance); Bank run,,,http://sro.sussex.ac.uk/id/eprint/65547/,http://sro.sussex.ac.uk/id/eprint/65547/,biblio,,098-873-483-238-185,
"Hua, X.",Determinants of systemic risk and financial crisis duration,,2015,2015-01-01,0,,,Systemic risk; Actuarial science; Economics; Financial crisis; Monetary economics; Duration (project management),,,,,biblio,,109-414-492-348-073,
"Pazzi, J.; Tohmé, F.",Fuzzy similarity and counterfactuals in the assessment of default risk: the eurozone crisis and the argentinean solution,"(ProQuest: ... denotes formulae omitted.)1. The events that followed the 2008 financial crisis have shown that countries believed to be shielded against financial turmoil were much frailer than thought. Since then numerous voices pointed out the resemblance of the situation in the most challenged countries of the Eurozone with Argentina in 2001 5 10 15aAs it is well known, the convertibility of the Argentinean peso allowed the banks to carry dollar-nominated accounts, making their balance sheets susceptible to financial fragility at rapid exchange rate changes. While the latter were forbidden by law, the current account deficits and the increasing difficulties to pay back external obligations ended up forcing a default of the debt and a sharp and disordered devaluation of the currency. These events seemed, at the beginning, a source of endless mishaps but ended up (together with a rapid improvement of the international prices of Argentinean exports) creating the conditions for a fast rebound of the Argentinean economy 9 15a .It is no wonder then than a chorus of experts in various fields started recommending Greece (and eventually other EU members) to follow the Argentinean path 5 10 14 15a 17 18These arguments, based on rough analogies, deserve a closer analysis, which we intend to carry out in this paper. While this macroeconomic scenario has been analysed once and again in the macroeconomic literature (as well as by pundits and politicians), since the basis of comparison is a single case a strong justification in needed for making this assessment. Helmer and Rescher's13provide, fortunately, a sound foundation for such procedure. A counterfactual analysis based on the similarity of the two cases is the key. We focus here on such an exercise. To wit: are really the troubled euro-economies and 2001 Argentina so similar And, if so, to what extent should be expect them to default on their debt and abandon the euro, as seen in the perspective of the 2001 devaluation of the peso The answers to these questions require the formulation of an appropriate notion of similarity among economies and the exploration of means to infer future events out from analogies.The approach to be followed in this paper consists in applying Zadeh's25notion of fuzzy similarity to the comparison of the economic status of different nations. This formalization is intended to capture similarities among crisp objects. Nevertheless it is based on degrees of membership to sets of objects, namely those that satisfy some rather imprecisely defined (i.e. fuzzy) properties. While other approaches to similarity have been explored in the literature (e.g. 2 8 21 24ours provides the right combination of soundness and simplicity required by the particular problem at hand. We find that 2001 Argentina and the troubled Eurozone countries belong to a common (fuzzy) equivalence class. From this we will draw the degree of possibility to be assigned to a devaluation and change of currency in the light of the events in Argentina a decade and a half ago.The plan of the paper is as follows. In sectionwe will provide a conventional account of the current economic situation in some European countries and 2001 Argentina. In sectionwe will discuss the epistemological justification for counterfactual analyses and the conditions under which they can be performed. In sectionwe introduce a version of fuzzy similarity and its application to the evaluation of future consequences in similar situations. In sectionwe apply it to the comparison of the aforementioned economies and draw for the Eurozone. Finally, sectionconcludes.2. CRISATVIA AND ARGENTINAThe pervasiveness of systemic risk and fragility in some Eurozone economies forces a comparison with the crises in emergent countries at the end of the 1990s and particularly with the end of the convertibility regime in Argentina.",2015,2015-01-01,0,Fuzzy Economic Review,,Financial economics; Counterfactual thinking; Economics; Convertibility; Exchange rate; Financial crisis; Financial fragility; European debt crisis; Current account; Devaluation,,,http://dx.doi.org/10.25102/fer.2015.01.02,https://ri.conicet.gov.ar/handle/11336/11881 https://dialnet.unirioja.es/servlet/articulo?codigo=5355493 https://econpapers.repec.org/article/fzyfuzeco/v_3axx_3ay_3a2015_3ai_3a1_3ap_3a39-50.htm https://ideas.repec.org/a/fzy/fuzeco/vxxy2015i1p39-50.html,biblio,,033-503-988-797-904,
"Barnett, J.","Global financial crisis: causes, consequences and impact on economic growth","The impact of the Global Financial Crisis was felt in 2008 and its repercussions are still with us today. In this book, the authors set the context for examining the crisis by looking at a regional crisis that occurred a decade earlier but whose lessons about financial fragility were soon forgotten. The authors then move to the present and discuss the views of a number of economics who to various degrees predicted or forewarned of the impending crisis. In the second chapter, the elements that caused the latest and current problems in the U.S. and consequently to all economists of the world, due to the systemic risk of globalization, are determined. The third chapter advocates the intangible and tacit knowledge in the knowledge based society of the 21st century, exacerbates the problem of moral agency in today's organizations, making the boundaries and accountability of decision-making especially vague and ambiguous. The authors apply this concept as a means to enhance the moral agency to organizations in the context of the knowledge based society, and as a key part of responsible leadership after the global financial crisis of 2008. The fourth chapter reviews aspects of the new rules that apply to investment firms and to banks, making comment on individual provisions as necessary. In the last chapter, the serious effects of a bubble and its burst in small countries in Central and Eastern Europe are looked at and discussed in detail. 2015 Nova Science Publishers, Inc. All rights reserved.",2015,2015-01-01,1,"Global Financial Crisis: Causes, Consequences and Impact on Economic Growth",,,,"Barnett, J. ()",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-85060073115,,
"Santella, P.",Il nuovo regime europeo di risoluzione delle crisi bancarie: un’analisi comparata dell’applicazione del bail-in (A comparative analysis of the bail-in regime in europe),"The bail-in tool introduced in the Bank Recovery and Resolution Directive (BRRD) and in the Single Resolution Mechanism (SRM) Regulation is aimed at increasing the efficiency of the crisis resolution mechanisms by applying penalties not just on bank shareholders but also on other classes of creditors. Bail-in allows to internalize the costs of bank failures instead of imposing externalities upon the rest of society through public bailouts. The final of the bail-in tool is then to encourage bank creditors to be more selective in their investment decisions and to take fully into account the adequacy of the bank's capital reserves to the desired level of business risk. The decision of the European legislator to apply bail-in to total liabilities instead of risk-weighted assets (as in the Basel III CRD IV framework) should facilitate market oversight over the level of capital and bailinable liabilities for each bank. The BRRD and the SRM Regulation provide that the bail-in tool may be applied either in order to recapitalize a bank or banking group and restructure it as a going concern, or to provide capital either for setting up a bridge bank, transferring the business to a third party or setting up an asset management vehicle. Certain liabilities may be exempted from the application of the bail-in tool if systemic risks would ensue. As the bail-in tool enables the authorities to restructure and recapitalize a bank without having to immediately separate the bank's critical functions from the non-viable part of the business, it is the resolution tool most likely to be used for large, complex and highly interconnected financial institutions, As it has been observed by some qualified commentators, for the largest banks systemic risks might emerge already for relatively limited levels of losses. Besides, presently the bailinable liabilities are largely held by creditors who made their investment ahead of the present legislation. Our study shows that in some EU Member States the average capitalization level for some of the largest banks is such that it would be necessary to apply the bail-in to a relatively high volumes of senior unsecured debt and other liabilities before the intervention of the Single Resolution Fund. Our study also shows that the bailinable liabilities with remaining maturity of at least one year those that represent the most solid basis for bail-in in some cases are lower than 15% of the total liabilities.",2015,2015-09-24,0,Social Science Research Network,,Business; Systemic risk; Actuarial science; Banking union; Bridge bank; Single Resolution Mechanism; Basel III; Bank rate; Official cash rate; Financial system; Chinese financial system,,,https://ssrn.com/abstract=2714757,https://ssrn.com/abstract=2714757 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2714757,biblio,,140-817-121-684-780,
"Baker, S.H.",Is fracking the next financial crisis A development lens for understanding systemic risk and governance,"Natural gas sits in deposits across vast regions of the United States, and hydraulic fracturing (fracking) is the current method used to extract it. Fracking for natural gas has been billed as the next economic boon to poor communities and the key to mitigating the negative effects of climate change. But fracking also involves risks: risks to our environment, to our communities, and to our markets. To date, the debate about frackingand efforts to address concerns about the risks of frackinghas largely been a debate about who should regulate, the federal government, the states, or some combination of the two. Framing the current fracking debate as a federalism question is a mistake. This Article argues that the narrow frame of the current fracking debate misses important features of the problem. It argues that fracking is best understood within the much broader context of development in the United States, and more specifically as an example of an approach to development called ""hybridity."" The Article maps hybridity as comprised of the following three key features: (1) private actors engaged in difficult-to-regulate activities, (2) involvement of public goods, and (3) creation of systemic risk. Drawing together the financial crisis of 2008, the BP oil spill of 2010, and fracking shows that all three share the common features of hybridity, and give rise to a similar suite of concerns. Regulation alone is not sufficient to address these concerns. Instead, the Article proposes several ways in which the hybridity of fracking might be disrupted, thereby easing the overall risks of fracking while realizing its potential benefits. Hybridity: An approach to economic development that is not easily regulated, engages a public good, and creates systemic risk. TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION.",2015,2015-01-01,3,Temple Law Review,,,,"Baker, S.H. (University of Hawaii, William S. Richardson School of Law, United States)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-84937838568,,
"De, B.O.; Héam, J.-C.; Labonne, C.; Tavolaro, S.",Measuring systemic risk after the financial crisis La mesure du risque syst mique aprla crise financi re,"In response to the very large number of quantitative indicators that have been put forward to measure the level of systemic risk since the start of the 2008 financial crisis, the paper surveys the different indicators available in the economic and financial literature. It distinguishes between (i) indicators related to institutions, based either on market data, accounting statements or supervisory information (ii) indicators addressing risks in financial markets and infrastructures (iii) indicators measuring interconnections and network effects, where research is currently very active and (iv) comprehensive indicators. All these indicators are critically assessed and ways forward for a better understanding of systemic risk are suggested. Presses de Sciences Po (P.F.N.S.P.).",2015,2015-01-01,4,Revue Economique,,,,"De Bandt, O. (Autorité de contrôle prudentiel et de résolution, 61 rue Taitbout, Paris Cedex 01, 75 436, France); Héam, J.-C. (Autorité de contrôle prudentiel et de résolution, 61 rue Taitbout, Paris Cedex 01, 75 436, France); Labonne, C. (Autorité de contrôle prudentiel et de résolution, 61 rue Taitbout, Paris Cedex 01, 75 436, France); Tavolaro, S. (Autorité de contrôle prudentiel et de résolution, 61 rue Taitbout, Paris Cedex 01, 75 436, France)",https://dx.doi.org/10.3917/reco.663.0481,https://dx.doi.org/10.3917/reco.663.0481,biblio,2-s2.0-84929164628,,
"Kallianiotis, J.N.","The latest 'planned' financial crisis, which caused the first depression of the 21st century, was a moral and political crisis","The purpose of this research is to determine the elements that caused the latest and current problems to the U.S. and consequently to all economies of the world, due to the systemic risk of globalization. A recent historical retrospect is used to discuss the evolution of events before the crisis. The global uncertainty had increased the price of gold and the U.S. debts and deficits had caused a depreciation of the dollar, which with the help of speculators had heightened the price of oil until the Fall of 2014 and had created a commodity bubble. The deregulation in financial markets and institutions and the easy money policy had increased lending, corruption, speculation, prices in financial and real assets (even in food) and had caused an enormous bubble, which some people (the world planners) burst in 2008 and created the worst financial crisis, followed by the latest most severe recession in modern economic history. The moral and political crisis in the western free-market economies led them in deep recessions, enormous unemployment, annihilation of their wealth, complete distrust for the financial markets, a new cold war, and an elevation of terrorism. A theoretical model is used to describe the sequence of events first and to measure the benefits (gains) and costs (losses) to society by considering some macroeconomic variables and their deviations from the target ones. Then, we determine the factors affecting the variables of the economy (unemployment, prices, and real GDP) by taking into consideration policy variables (i.e., federal funds rate, taxes, and government spending). Nations and people face an absolutely uncertain future and the powerless world governments and regulators are just inactively watching the events that we are all part and responsible for this interdependent and complex world, which we created for the future generations. 2015 Nova Science Publishers, Inc. All rights reserved.",2015,2015-01-01,4,"Global Financial Crisis: Causes, Consequences and Impact on Economic Growth",estimation; event studies; forecasting and other model applications; information and market efficiency; international policy coordination; open economy macroeconomics; time-series models,,,"Kallianiotis, J.N. (Economics/Finance Department, The Arthur J. Kania School of Management, University of Scranton, Scranton, PA, United States)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-85020342023,,
