authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Cotti, D.; Siemons, A.S.; Naumann, G.; Wens, M.; Moel, H.d.; Blauhut, V.; Stahl, K.; Rossi, L.; Maetens, W.; Toreti, A.; Hagenlocher, M.",Conceptual models of drought risks for europe: a step towards a systemic perspective on drought,"amp ltamp gt In recent years, research on drought risk has expanded to include multiple types of drought hazards, various exposed elements and a multitude of factors that determine the vulnerability of a given system or sector. This has resulted in a call from the scientific community to adopt a systemic risk perspective on drought. However, a thorough understanding of how drought risks manifest, cascade and interact across different systems and sectors is still lacking, and methodological guidance on how to analyse and represent these interdependencies does not yet exist. amp amp 160 In order to explore these gaps, we have developed conceptual models of drought risks for key selected systems and sectors in the European Union. amp amp 160 amp ltamp gt amp ltamp gt For each system and sector considered (rain fed and irrigated agricultural systems, forest ecosystems, freshwater ecosystems, public water supply, inland water transport and the energy sector), a conceptual model was constructed to depict how drivers and root causes interact to create drought risk. The models are based on the impact chains methodology and are informed by literature review and multiple expert consultations (including a series of validation workshops). Subsequently, the system-specific models were used to build an overarching conceptual model of the critical interdependencies that exist between all the systems and sectors considered. amp amp 160 amp ltamp gt amp ltamp gt The analysis has revealed that, in each system, drought risks manifest through a complex web of interactions between drivers of risk, which are in part system-specific and in part shared across the systems considered. From this, multiple considerations for drought risk assessment and management can be derived. In particular, special attention should be placed in defining and representing what drought risk is in each system, as the underlying characteristics might greatly differ. Additionally, the use of conceptual models can constitute an important first step for risk assessment, as they contribute to addressing the complexity of drought risks. Finally, the existence of commonalities and interdependencies between systems implies that interventions can and must be designed so as to consider multiple systems at once, thus avoiding maladaptive solutions. In this sense, the conceptual models can serve as entry points for the identification of risk reduction and adaptation measures which go beyond the single-risk and single-sector perspective, thus contributing to a more systemic view on drought risk management and adaptation, as well as highlighting persisting knowledge gaps. amp ltamp gt",2023,2023-02-25,0,,,Interdependence; Systemic risk; Vulnerability (computing); Environmental resource management; Conceptual model; Business; Conceptual framework; Agriculture; Perspective (graphical); Environmental science; Economics; Computer science; Ecology; Political science; Biology; Sociology; Social science; Financial crisis; Computer security; Database; Artificial intelligence; Law; Macroeconomics,,,http://dx.doi.org/10.5194/egusphere-egu23-7991,,biblio,,171-416-315-031-056,
"Krishtanosov, V.B.; Brovko, N.A.",Conceptual-Analytical approaches to threats in the digital economy,"The study’s relevance is determined by the significant impact that digitalization has on the economic and social activities of modern states, which engenders new risks and threats to the functioning of va rious systems and institutions. Based on the evolutionary-institutional analysis and systems analysis methods, the study identifies the threats of digitalization and the associated macroeconomic risks and describes the current approaches to digital risk management. The evolution in the understanding of risk and contemporary approaches to risk assessment is traced in relation to business, social, economic, investment, military, and political threats. Among the critical risks of digitalization, an important place is occupied by cyber risks, which are part of the strategic risks of enterprises, credit risks and regulatory risks. These risks affect markets and create a systemic risk stemming from the possible damage to elements of the infrastructure and market. Technology-driven risks have a systemic character as they may affect more than one country, economic sector, as well as a wide range of natural, technological, and social systems. The study offers an analysis of digitalization risk assessment methods (STRIDE, CIA, OCTAVE) and provides an overview of the qualitative and quantitative methods used to assess digital threats. Modern approaches to cyber risk management include modeling threats and vulnerabilities. These methods may prove especially useful to identify, classify and prioritize threats and to develop selective risk reduction measures. The concepts of FinTech and Central Bank Digital Currency (CBDC) are discussed in relation to the associated risks to the stability of national and international financial systems. The study also considers the concept of e-government, the stages of the evolution of e-government characterized by different risks to systems of public administration.",2023,2023-01-01,0,Altereconomics,,,,,http://dx.doi.org/10.31063/altereconomics/2023.20-1.11,,biblio,,094-813-462-661-11X,
"Haraguchi, M.; Neise, T.; She, W.; Taniguchi, M.",Conversion strategy builds supply chain resilience during the COVID-19 pandemic: A typology and research directions,"This study proposes a novel typology of adaptation to hazards-a conversion strategy as a countermeasure to manage risks in interconnected supply chains. Conversion strategies are intended to transform one or multiple supply chain functions for a different one to manage the changing environment. Supply chain disruptions due to natural hazards have been researched in key manufacturing-based economies like Thailand, the US, Japan, and China. Limited studies, however, have looked at the nature of interconnected risks and its effective countermeasures that arise when the COVID-19 pandemic disrupt supply chains. Here, we examine systemic risks by contrasting supply chain disruptions caused by natural hazards and the pandemic. Our study investigates whether businesses can manage systemic risks brought on by the pandemic by learning from dealing with disruptions caused by natural hazards. We offer a typology of conversion strategies to demonstrate how conversion strategies can be a successful response to pandemic scenarios. Specifically, we propose six conversion types: production location, production line, storage, usage, distributional channel, and workforce skill set. Then, we conclude with the future research directions as well as the kinds of policy supports required to assist businesses in implementing conversion measures by drawing on prior work addressing natural hazards.",2023,2023-01-01,0,Progress in Disaster Science,,,"35 Commerce, Management, Tourism and Services; 3509 Transportation, Logistics and Supply Chains","Haraguchi, M. (Research Institute for Humanity and Nature, Japan.; Harvard University, United States.); Neise, T. (Universität Osnabrück, Germany.); She, W. (Kyoto University, Japan.); Taniguchi, M. (Research Institute for Humanity and Nature, Japan.)",https://doi.org/10.1016/j.pdisas.2023.100276,https://doi.org/10.1016/j.pdisas.2023.100276,biblio,,,pub.1155059778
"Karolewski, I.P.; Libin, X.; Patapan, H.; Halmai, G.; Kutay, A.; Guasti, P.; Scheuerman, W.E.","Correction to: carl schmitt and democratic backsliding (Contemporary political theory, (2023), 10 1057 s41296-023-00625-5)","In this article the affiliation details for Xie Libin were incorrectly given as School of Institutions, China University of Political Science and Law, Xituchenglu 25, Haidian District, 100088 Beijing, People’s Republic of China’ but should have been Sino-German Institute of Law School of Institutions, China University of Political Science and Law, Xituchenglu 25, Haidian District, 100088 Beijing, People’s Republic of China’. The affiliation details for Ga bor Halmai were incorrectly given as Department of Law, European University Institute, Via Bolognese 156, 50139 Florence, Italy’ but should have been Department of Law, European University Institute, Robert Schuman Centre, Villa Schifanoia, Via Giovanni Boccaccio, 121, 50133, Florence, Italy’. The Funding information section was missing from this article and should have read Petra Guasti’s work on her section was supported by the NPO Systemic Risk Institute’’ number LX22NPO5101, funded by European UnionNext Generation EU (Ministry of Education, Youth and Sports, NPO: EXCELES). Xie Libin’s research on his section was supported by Funding Project for Science and Research Innovation of CUPL (22ZFG82007).’ The original article has been corrected. 2023 The Author(s).",2023,2023-01-01,0,Contemporary Political Theory,,,,"Karolewski, I.P. (Institute of Political Science, Leipzig University, Beethovenstrasse 15, Leipzig, 04107, Germany); Libin, X. (Sino-German Institute of Law/School of Institutions, China University of Political Science and Law, Xituchenglu 25, Haidian District, Beijing, 100088, China); Patapan, H. (School of Government and International Relations, Griffith University, Nathan Campus, Brisbane, QLD  4111, Australia); Halmai, G. (Department of Law, European University Institute, Robert Schuman Centre, Villa Schifanoia, Via Giovanni Boccaccio, 121, Florence, 50133, Italy); Kutay, A. (Faculty of Business Administration and Social Sciences, Molde University College, Britvegen 2, Molde, 6402, Norway); Guasti, P. (Faculty of Social Sciences, Charles University, Pekarska 16, Prague, 155 00, Czech Republic); Scheuerman, W.E. (Political Science and International Studies, Indiana University, 210 Woodburn Hall, Bloomington, IN  47405, United States)",https://dx.doi.org/10.1057/s41296-023-00626-4,https://dx.doi.org/10.1057/s41296-023-00626-4,biblio,2-s2.0-85153742532,,
"Huyen, N.T.T.; Hong, Y.N.; Ha, L.T.",Could volatile cryptocurrency stimulate systemic risks in the energy sector evidence from novel connectedness models,"By identifying the connectedness of seven indicators from January 1, 2019, to June 13, 2022, we choose an extended joint connectedness approach to a vector autoregression model with time-varying parameter (TVP-VAR) to analyze interlinkages between Crypto Volatility (CV) and Energy Volatility (EV). Our findings show that the COVID-19 outbreak seems to have an impact on the dynamic connectedness of the whole system, which peaks at about 60% toward the end of 2019. According to net total directional connectedness over a quantile, throughout the 2020 2022 timeframe, natural gas and crude oil are net shock transmitters, while the CV, clean energy, solar energy, and green bonds consistently receive all other indicators. Specifically, pairwise connectedness indicates that the CV appears to be a net transmitter of shocks to all energy indicators before the COVID-19 outbreak but acts as a net receiver of shocks from clean energy, wind energy, and green bonds in late 2020. The CV mostly has spillover effects on green bonds. The primary net transmitter of shocks to the Crypto market is crude oil. Our findings are critical in helping investors and authorities design the most effective policies to lessen the vulnerabilities of these indicators and reduce the spread of risk or uncertainty. 2023 The Author(s). Published by Informa UK Limited, trading as Taylor Francis Group.",2023,2023-01-01,0,Carbon Management,an extended joint connectedness approach; clean energy; commerce; covid-19; covid-19 pandemic; crude oil; crypto volatility index; energy market; energy markets; energy sector; investments; regression analysis; solar energy; systemic risks; transmitters; tvp-var; value engineering; volatility; volatility index; wind power,,,"Huyen, N.T.T. (National Economics University, Hanoi, Viet Nam); Hong Yen, N. (Vietnam Banking Academy, Hanoi, Viet Nam); Ha, L.T. (Faculty of Economics, National Economics University, Hanoi, Viet Nam)",https://dx.doi.org/10.1080/17583004.2023.2184719,https://dx.doi.org/10.1080/17583004.2023.2184719,biblio,2-s2.0-85150708254,,
"Gaspar, R.; Domingos, S.; Toscano, H.; Filipe, J.; Leiras, G.; Raposo, B.; Pereira, C.; Godinho, C.; Francisco, R.; Silva, C.; Arriaga, M.T.d.",Crises social sensing: longitudinal monitoring of social perceptions of systemic risk during public health crisis,,2023,2023-01-30,0,Journal of Risk Research,,Perception; Systemic risk; Social risk; Public health; Sociology; Political science; Environmental health; Psychology; Medicine; Economics; Financial crisis; Nursing; Neuroscience; Macroeconomics,,,http://dx.doi.org/10.1080/13669877.2023.2170450,,biblio,,018-487-888-833-807,
"Kyophilavong, P.; Abakah, E.J.A.; Tiwari, A.K.",Cross-spectral coherence and co-movement between WTI oil price and exchange rate of thai baht,"This paper investigates the cross-spectral coherence and co-movement between the monthly return series of WTI oil price and exchange rate of Thai Baht against USD from 1986 to 2019. We use a quantile cross spectral (coherency) approach and time frequency wavelets as estimation techniques. from the quantile coherency analysis reveal a negative spillover effects of oil price and Thai exchange rates in the short, medium, and long run which connotes that oil market poses systemic risk to the foreign exchange market in Thailand in short, medium and long term. From the wavelets analysis, we first note that there is no co-movements at high frequency (i.e. short term). However, additional show positive and negative co-movements between oil price and Thailand-US exchange rate in different periods and different frequencies with the effect been stronger during extreme volatility periods. Policy implications are derived at the end of the article. 2022 Elsevier Ltd",2023,2023-01-01,2,Resources Policy,commerce; comovement; exchange rate; exchange rates; fiber optic sensors; frequency estimation; interferometry; oil price; oil prices; oil supply; oil trade; price dynamics; public policy; quantile coherency; risk assessment; spectral co; spectral coherence; spillover effect; systemic risk; systemic risks; thailand; time frequency; wavelet; wavelet analysis; wavelets,,,"Kyophilavong, P. (Faculty of Economics and Business Management, National University of Laos, Laos); Abakah, E.J.A. (University of Ghana Business School, Accra, Ghana); Tiwari, A.K. (Indian Institute of Management Bodh Gaya, Bodh Gaya, India)",https://dx.doi.org/10.1016/j.resourpol.2022.103160,https://dx.doi.org/10.1016/j.resourpol.2022.103160,biblio,2-s2.0-85145601388,,
"Piccus, R.; Thaller, M.; Sinclair, A.J.; Mollan, S.P.",Current and emerging diagnostic and management approaches for idiopathic intracranial hypertension,"Idiopathic intracranial hypertension is characterized by raised intracranial pressure that triggers disabling headaches and can cause permanent visual loss. There is an increased incidence and prevalence of the condition linked to location-specific obesity rates. There are no licensed treatments for the condition. The majority of approaches to managing the disease prioritize resolution of papilledema. However, evidence is emerging that idiopathic intracranial hypertension is a systemic metabolic disease. AREAS COVERED: The aim of this review is to present the emerging pathophysiology evidence which is leading to novel targeted therapeutics. The diagnostic pathway is outlined. The current and potential management approaches for idiopathic intracranial hypertension are also discussed. EXPERT OPINION: Idiopathic intracranial hypertension is a condition with metabolic dysregulation with systemic manifestations that are present over and above what can be expl.ained by obesity alone. While most of the current management of this condition focuses on the eyes, future management needs to address the disabling headaches and the systemic risks of preeclampsia, gestational diabetes, and major cardiovascular events.",2023,2023-04-28,0,Expert Review of Neurotherapeutics,,,32 Biomedical and Clinical Sciences; 3212 Ophthalmology and Optometry,"Piccus, R. (Medical school, University of Birmingham, Birmingham, UK); Thaller, M. (Translational Brain Science, Institute of Metabolism and Systems Research, University of Birmingham, Birmingham, UK; Department of Neurology, University Hospitals Birmingham NHS Foundation Trust, Birmingham, UK; Centre for Endocrinology, Diabetes and Metabolism, Birmingham Health Partners, Birmingham, UK); Sinclair, A.J. (Translational Brain Science, Institute of Metabolism and Systems Research, University of Birmingham, Birmingham, UK; Department of Neurology, University Hospitals Birmingham NHS Foundation Trust, Birmingham, UK; Centre for Endocrinology, Diabetes and Metabolism, Birmingham Health Partners, Birmingham, UK); Mollan, S.P. (Translational Brain Science, Institute of Metabolism and Systems Research, University of Birmingham, Birmingham, UK; Birmingham Neuro-Ophthalmology, University Hospitals Birmingham NHS Foundation Trust, Birmingham, UK)",,,biblio,,,pub.1157588887
"Zhang, Q.; Ou, Y.; Chen, R.",Digitalization and stability in banking sector: a systemic risk perspective,"This paper analyzes the relationship between digitalization and systemic risk of commercial banks using data from listed commercial banks from 2010 to 2019. The findings show that the higher the level of digital awareness and the richer the digital products, the lower the systemic risk of banks the higher the complexity of banks’ digital organization, the higher the systemic risk of banks. The digital development of banks reduces systemic risk overall by optimizing the structure of banks’ deposits and loans, and optimizing the structure of banks' deposits and loans at other levels. The degree of impact of digitalization on the systemic risk of banks differs by their attributes, and regional commercial banks are more affected than large state-owned banks and joint-stock banks. This paper provides useful references for improving banks' refined management, establishing corresponding risk warning mechanisms, and avoiding the risks that information technology may bring. 2023, The Author(s), under exclusive licence to Springer Nature Limited.",2023,2023-01-01,0,Risk Management,bank digitization; covar; listed banks; non-interest income; systemic risk,,"35 commerce, management, tourism and services; 3502 banking, finance and investment","Zhang, Q. (College of Finance, Tianjin University of Finance and Economics, No. 25 Zhujiang Road, Hexi District, Tianjin, 300222, China, Center for Finance and Insurance Research, Tianjin University of Finance and Economics, Tianjin, 300222, China); Ou, Y. (College of Finance, Tianjin University of Finance and Economics, No. 25 Zhujiang Road, Hexi District, Tianjin, 300222, China, Center for Finance and Insurance Research, Tianjin University of Finance and Economics, Tianjin, 300222, China); Chen, R. (College of Finance, Tianjin University of Finance and Economics, No. 25 Zhujiang Road, Hexi District, Tianjin, 300222, China, Center for Finance and Insurance Research, Tianjin University of Finance and Economics, Tianjin, 300222, China)",https://dx.doi.org/10.1057/s41283-023-00116-2,https://dx.doi.org/10.1057/s41283-023-00116-2,biblio,2-s2.0-85150729254,,
"Birge, J.R.; Capponi, A.; Chen, P.-C.",Disruption and rerouting in supply chain networks,"We study systemic risk in a supply chain network where firms are connected through purchase orders. Firms can be hit by cost or demand shocks, which can cause defaults. These shocks propagate through the supply chain network via input-output linkages between buyers and suppliers. Firms endogenously take contingency plans to mitigate the impact generated from disruptions. We show that, as long as firms have large initial equity buffers, network fragility is low if both buyer diversification and supplier diversification are low. We find that a single-sourcing strategy is beneficial for a firm only if the default probability of the firm’s supplier is low. Otherwise, a multiple-sourcing strategy is ex post more cost effective for a firm. 2022 INFORMS.",2023,2023-01-01,0,Operations Research,contingent rerouting; cost effectiveness; cost shocks; demand shocks; disruption risk; input-output; purchase orders; purchasing; sales; secondary market; secondary markets; sourcing strategies; supply chain network; supply chain networks; supply chains; systemic risk; systemic risks,,,"Birge, J.R. (Booth School of Business, University of Chicago, Chicago, IL  60637, United States); Capponi, A. (Industrial Engineering and Operations Research Department, Columbia University, New York, NY  10027, United States); Chen, P.-C. (Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Pokfulam, Hong Kong)",https://dx.doi.org/10.1287/opre.2022.2409,https://dx.doi.org/10.1287/opre.2022.2409,biblio,2-s2.0-85152108920,,
"Umar, Z.; Usman, M.; Choi, S.-Y.; Rice, J.",Diversification benefits of NFTs for conventional asset investors: evidence from covar with higher moments and optimal hedge ratios,"This study investigates the risk and returns on one of the newest digital asset classes instruments, non-fungible tokens (NFTs), by accounting for tail dependence of higher-order moments and portfolio characteristics. We used a wide range of asset classes, encompassing equites, fixed income securities, and commodities, and document the desirable hedging and portfolio attributes of NFTs by employing Conditional Value-at-Risk (CoVaR) and CoVaRs with various copula functions. We found that NFTs exhibit beneficial investment and hedging attributes under all market conditions, including the Covid-19 pandemic. Our findings have important implications for investors, risk managers, and regulators. 2023 Elsevier B.V.",2023,2023-01-01,0,Research in International Business and Finance,covar; higher moments; non-fungible tokens; portfolio choice; systemic risk,,,"Umar, Z. (College of Business, Zayed University, P.O. Box 144534, Abu Dhabi, United Arab Emirates, South Ural State University, Lenin Prospect 76, Chelyabinsk, 454080, Russian Federation); Usman, M. (Department of Management Sciences, COMSATS University Islamabad, Lahore Campus, Pakistan); Choi, S.-Y. (Department of Financial Mathematics, Gachon University, Seongnam, 13120, South Korea); Rice, J. (College of Business Administration, University of Sharjah, United Arab Emirates)",https://dx.doi.org/10.1016/j.ribaf.2023.101957,https://dx.doi.org/10.1016/j.ribaf.2023.101957,biblio,2-s2.0-85151664123,,
"Zheng, Z.; He, J.; Yang, Y.; Zhang, M.; Wu, D.; Bian, Y.; Cao, J.",Does financial leverage volatility induce systemic financial risk empirical insight based on the chinese fintech sector,"Financial leverage volatility is a significant factor contributing to the formation of systemic financial risk, which is more apparent in China's fast-growing fintech (financial technology) field. Using the Conditional Value-at-risk approach (ΔCoVaR) risk metric, the generalized autoregressive conditional heteroskedasticity (Structural Vector Autoregression with Stochastic Volatility model SV-TVP-SAVRmodel, and the generalized forecast error variance decomposition (Tvpdy) model, this paper discusses how financial leverage volatility shocks fintech sectoral risks and the evolution of the risk within fintech under the shocks on the basis of the classification criteria of the Chinese fintech enterprise database and daily trading data of A-share listed companies. The statistical show that financial leverage volatility causes risk changes across fintech sectors, which is especially significant during economic downturns or government interventions. Also, under the shock of financial leverage volatility, the fintech sectors will absorb or diffuse risks outward through spillover channels, with significant differences in the risk spillover conditions of different types of sectors. Finally, the fintech sector can produce a contagion system with the Internet consumer finance, payment, and Internet microcommercial credit sectors as the core of risks, resulting in a systemic risk crisis. Our findings have major implications for Chinese regulators to balance financial leverage and prevent systemic risks in the fintech sector. 2022 John Wiley Sons Ltd.",2023,2023-01-01,0,Managerial and Decision Economics,,,,"Zheng, Z. (School of Economics and Management, Shihezi University, Shiheizi, China); He, J. (School of Finance, Xinjiang University of Finance and Economics, Urumqi, China); Yang, Y. (Institute of Artificial Intelligence, Faculty of Computing, Engineering and Media, De Montfort University, Leicester, United Kingdom); Zhang, M. (School of Economics and Management, Shihezi University, Shiheizi, China); Wu, D. (School of Economics and Management, University of Chinese Academy of Sciences, Beijing, China); Bian, Y. (School of Banking and Finance, University of International Business and Economics, Beijing, China); Cao, J. (School of Business and Economics, Universiti Putra Malaysia, Selangor, Malaysia)",https://dx.doi.org/10.1002/mde.3738,https://dx.doi.org/10.1002/mde.3738,biblio,2-s2.0-85141556745,,
"Igan, D.; Mirzaei, A.; Moore, T.",Does macroprudential policy alleviate the adverse impact of COVID-19 on the resilience of banks,"This paper examines the resilience of banks as perceived by market participants during the COVID-19 crisis. We analyse how bank stock returns during January March 2020 relate to the pre-crisis activation of macroprudential policy across 52 countries in a cross-sectional dimension. We find that, overall, a tighter macroprudential policy stance is beneficial for bank systemic risk, as assessed by equity market investors. A robust finding is that a perceived decrease in bank risk stems primarily from the use of credit growth limits, reserve requirements, and dynamic provisioning. By contrast, a pre-crisis build-up of capital surcharges on systemically important financial institutions seems to lower bank stock returns. Alternative bank risk indicators suggest that the latter is likely to be driven by concerns about profits rather than the probability of default. 2022 The Author(s)",2023,2023-01-01,11,Journal of Banking and Finance,bank resilience; bank stock returns; covid-19; macroprudential policy,,"35 commerce, management, tourism and services; 3502 banking, finance and investment","Igan, D. (Bank for International Settlements, Head of Macroeconomic Analysis, Monetary and Economic Department); Mirzaei, A. (Finance Department, School of Business Administration, American University of Sharjah, PO Box 26666, Sharjah, United Arab Emirates); Moore, T. (Department of Economics and Finance, Brunel University London, Middlesex, Uxbridge, UB8 3PH, United Kingdom)",https://dx.doi.org/10.1016/j.jbankfin.2022.106419,https://doi.org/10.1016/j.jbankfin.2022.106419 https://dx.doi.org/10.1016/j.jbankfin.2022.106419,biblio,2-s2.0-85124416809,,
"Wu, S.; Chen, H.; Li, H.",Does the asymmetric exponential power distribution improve systemic risk measurement,,2023,2023-01-01,0,Journal of Risk Model Validation,,Exponential function; Original research; Exponential distribution; Distribution (mathematics); Mathematics; Power (physics); Econometrics; Applied mathematics; Statistics; Computer science; Mathematical analysis; Physics; Thermodynamics; Library science,,,http://dx.doi.org/10.21314/jrmv.2022.031,,biblio,,182-656-098-084-70X,
"Zhang, C.; Zhou, L.; Ma, M.; Yang, Y.; Zhang, Y.; Zha, X.",Dynamic nomogram prediction model for diabetic retinopathy in patients with typediabetes mellitus,"To develop a dynamic prediction model for diabetic retinopathy (DR) using systemic risk factors.MethodsThis retrospective study included typediabetes mellitus (T2DM) patients discharged from the Second Affiliated Hospital of Kunming Medical University between May 2020 and February 2022. The early patients (80%) were used for the training set and the late ones (20%) for the validation set.Finally, 1257 patients (1049 80% in the training set and 208 20% in the validation set) were included 360 (28.6%) of them had DR. The areas under the curves (AUCs) for the multivariate regression (MR), least absolute shrinkage and selection operator regression (LASSO), and backward elimination stepwise regression (BESR) models were 0.719, 0.727, and 0.728, respectively. The Delong test showed that the BESR model had a better predictive value than the MR (p 0.04899) and LASSO (P 0.04999) models. The DR nomogram risk model was established according to the BESR model, and it included disease duration, age at onset, treatment method, total cholesterol, urinary albumin to creatinine ratio (UACR), and urine sugar. The AUC, kappa coefficient, sensitivity, specificity, and compliance of the nomogram risk model in the validation set were 0.79, 0.48, 71.2%, 78.9%, and 76.4%, respectively.A relatively reliable DR nomogram risk model was established based on the BESR model.",2023,2023-04-28,0,Bmc Ophthalmology,"diabetes mellitus, type 2; diabetic retinopathy; humans; nomograms; retrospective studies; risk factors",,32 Biomedical and Clinical Sciences; 3212 Ophthalmology and Optometry,"Zhang, C. (Department of Ophthalmology, The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Province, China); Zhou, L. (Department of Ophthalmology, The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Province, China); Ma, M. (Department of Ophthalmology, The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Province, China); Yang, Y. (Department of Ophthalmology, The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Province, China); Zhang, Y. (Department of Ophthalmology, The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Province, China); Zha, X. (Department of Ophthalmology, The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Province, China)",http://dx.doi.org/10.1186/s12886-023-02925-1,http://dx.doi.org/10.1186/s12886-023-02925-1,biblio,,,pub.1157579063
"Zhou, E.; Wang, X.",Dynamics of systemic risk in european gas and oil markets under the russia ukraine conflict: A quantile regression neural network approach,"The Russia Ukraine conflict (RUC) has triggered a serious natural gas (hereafter referred to as gas) and oil supply crisis in Europe. We propose a quantile regression neural network model to capture the non-linear evolution of systemic risk in the European gas and oil markets. We find that the RUC significantly increased systemic risk in both the European gas and the oil markets. The systemic risk is higher, and rises much more quickly and falls much more slowly in the gas market than in the oil market. The dynamics of systemic risk are closely linked to major events during the RUC. The US-dollar-to-ruble exchange rate contributes most to this systemic risk, followed by Europe's gas stocks and gas imports from Russia. In terms of risk exposure, the gas market is more vulnerable than the oil market. We propose an elasticity coefficient of systemic risk to evaluate its sensitivity to stress scenarios. Our study provides important insights into managing the systemic risk in European gas and oil markets after the RUC. 2023 The Author(s)",2023,2023-01-01,0,Energy Reports,commerce; energy markets; european energy market; european energy markets; european gas markets; gases; neural networks; oil market; quantile regression; quantile regression neural network; regression analysis; regression neural networks; risk assessment; risk management; risk perception; russia–ukraine conflict; sensitivity analysis; systemic risk; systemic risks; ukraine,,,"Zhou, E. (School of Economics and Management, China University of Mining and Technology, Jiangsu, Xuzhou, China); Wang, X. (School of Economics and Management, China University of Mining and Technology, Jiangsu, Xuzhou, China)",https://dx.doi.org/10.1016/j.egyr.2023.03.030,https://dx.doi.org/10.1016/j.egyr.2023.03.030,biblio,2-s2.0-85150891551,,
"Han, X.; Hsu, S.; Li, J.; An, R.","Economic policy uncertainty, non-financial enterprises' shadow banking activities and stock price crash risk","At present, the structural contradiction between Economic Financialization and the real economy's long-term weakness has become increasingly prominent. As China enters a new normal stage of economic growth, the real investment rate drops, non-financial enterprises continuously allocate resources to the shadow banking system. The financial economy becomes increasingly divorced from reality. This leads us to the questions: will the shadow banking behavior of non-financial companies exacerbate the risk of stock price crash risk How does the increase in economic policy uncertainty affect the relationship between non-financial companies' shadow banking activities and stock price crash risk This article uses non-financial listed companies' data from 2007 to 2017 and conducts empirical analysis to answer this question. The study finds that companies engaged in high-leverage, high-risk shadow banking business exacerbate stock crash risk. This effect is only pronounced in non-state-owned enterprises and low social trust regions. The increase in the degree of economic policy uncertainty positively impacts the relationship between non-financial companies' shadow banking business and stock price crash risk. The theoretical mechanism is as follows: the rise in economic policy uncertainty amplifies the positive relationship between shadow banking activities of non-financial companies and stock price crashes by increasing bank loans, investors' sensitivity to external information, risk cross-contagion, and inefficient investment mechanisms. Various robustness tests do not change the research conclusion. This paper has important theoretical and policy guidance significance for reviewing the existing diversified shadow banking system and preventing systemic risks. 2023 Elsevier B.V.",2023,2023-01-01,0,Emerging Markets Review,economic policy uncertainty; non-financial enterprises' shadow banking activities; stock price crash risk,,,"Han, X. (Department of Economics, Beijing International Studies University, China); Hsu, S. (Department of Economics, State University of New York at New Paltz, United States); Li, J. (Department of Finance, Central University of Finance and Economics, China); An, R. (Department of Economics, Beijing International Studies University, China)",https://dx.doi.org/10.1016/j.ememar.2023.101003,https://dx.doi.org/10.1016/j.ememar.2023.101003,biblio,2-s2.0-85147890892,,
"He, W.; He, W.; Xu, D.; Yue, P.","Economic volatility, banks' risk accumulation and systemic risk",,2023,2023-01-01,0,,,,,,http://dx.doi.org/10.2139/ssrn.4424608,,biblio,,000-228-387-856-728,
